"ReplayID";"ClientVersion";"DateTime";"BattleType";"MapName";"MapResp";"PlayerID";"PlayerName";"PlayerTank";"Result";"isPremium";"isPlatoon";"PlayerShots";"PlayerFrags";"PlayerDamageDealt";"PlayerSpots";"PlayerBaseCap";"PlayerBaseDef";"PlayerMileage";"API_PlayerBattles";"API_PlayerWins";"ReplayUrl"
12324944;"[1.6.0]";"10.08.2019 18:37";"Случайный бой";"101_dday";"II";2291907;"Bratishka64";"france:F18_Bat_Chatillon25t";"win";1;0;11;4;2160;1;0;0;2,9100000000;33946;17057;"http://wotreplays.ru/site/12324944"
12324945;"[1.6.0]";"10.08.2019 17:49";"Случайный бой";"37_caucasus";"II";97822;"superzloytankist";"ussr:R53_Object_704";"lose";1;0;14;4;3103;1;0;0;3,6700000000;38325;19823;"http://wotreplays.ru/site/12324945"
12324946;"[1.6.0]";"10.08.2019 18:42";"Случайный бой";"17_munchen";"II";21304252;"Sprin_terr";"ussr:R17_SU-100";"win";1;0;18;8;3348;0;0;3;0,6500000000;18101;8940;"http://wotreplays.ru/site/12324946"
12324947;"[1.6.0]";"10.08.2019 15:38";"Случайный бой";"19_monastery";"II";106064539;"Rusya_Danrouss";"ussr:R159_SU_130PM";"win";1;0;14;7;5085;3;0;0;4,5800000000;211;102;"http://wotreplays.ru/site/12324947"
12324948;"[1.5.1]";"04.08.2019 22:47";"Случайный бой";"95_lost_city_ctf";"I";562207;"arzy";"ussr:R58_SU-101";"win";0;0;17;5;5074;2;0;0;1,4500000000;19264;9199;"http://wotreplays.ru/site/12324948"
12324949;"[1.6.0]";"10.08.2019 18:06";"Случайный бой";"38_mannerheim_line";"II";41205788;"emschik";"usa:A14_T30";"win";0;0;10;1;3523;4;0;0;0,8300000000;20362;10561;"http://wotreplays.ru/site/12324949"
12324950;"[1.6.0]";"10.08.2019 18:47";"Случайный бой";"01_karelia";"II";2264785;"TrigunHuman";"ussr:R60_Object416";"win";0;1;17;4;2645;4;0;0;2,4400000000;34812;18560;"http://wotreplays.ru/site/12324950"
12324952;"[1.6.0]";"10.08.2019 18:32";"Случайный бой";"07_lakeville";"II";7871444;"eyeynike";"uk:GB96_Excalibur";"win";1;0;60;8;2566;1;0;0;3,0500000000;41945;22943;"http://wotreplays.ru/site/12324952"
12324953;"[1.6.0]";"10.08.2019 18:44";"Случайный бой";"08_ruinberg";"I";7873406;"AkvaMaus";"france:F107_Hotchkiss_EBR";"win";1;2;29;7;2687;3;0;0;4,3100000000;63811;34484;"http://wotreplays.ru/site/12324953"
12324954;"[1.6.0]";"10.08.2019 12:03";"Случайный бой";"63_tundra";"II";2818585;"greenpi";"france:F109_AMD_Panhard_178B";"win";1;0;19;4;1394;4;0;0;2,6200000000;12789;5864;"http://wotreplays.ru/site/12324954"
12324956;"[1.6.0]";"10.08.2019 18:43";"Случайный бой";"63_tundra";"I";6997095;"TERA129";"germany:G73_E50_Ausf_M";"win";1;0;25;6;6359;1;0;0;2,7100000000;17236;8908;"http://wotreplays.ru/site/12324956"
12324957;"[1.6.0]";"10.08.2019 18:42";"Случайный бой";"02_malinovka";"II";37567462;"Vvvetal_Zt";"france:F108_Panhard_EBR_105";"win";1;0;28;5;4493;8;0;0;11,8300000000;43738;24812;"http://wotreplays.ru/site/12324957"
12324958;"[1.6.0]";"10.08.2019 18:32";"Случайный бой";"23_westfeld";"I";63554315;"darkwhiters";"uk:GB45_Achilles_IIC";"win";1;0;30;8;3298;2;62;2;3,4100000000;14506;7147;"http://wotreplays.ru/site/12324958"
12324959;"[1.6.0]";"10.08.2019 18:35";"Случайный бой";"02_malinovka";"I";25705863;"malibu1271";"ussr:R159_SU_130PM";"lose";1;0;13;2;4037;1;0;0;1,2000000000;25474;12676;"http://wotreplays.ru/site/12324959"
12324960;"[1.6.0]";"10.08.2019 16:40";"Случайный бой";"10_hills";"I";12608252;"DjKunakov";"ussr:R77_KV2";"lose";1;0;20;6;3369;2;0;0;1,8000000000;24656;11936;"http://wotreplays.ru/site/12324960"
12324961;"[1.6.0]";"10.08.2019 18:46";"Случайный бой";"11_murovanka";"I";25823337;"andreymetalic";"usa:A122_TS-5";"win";1;0;12;4;2411;0;0;0;2,3300000000;19767;9305;"http://wotreplays.ru/site/12324961"
12324962;"[1.6.0]";"10.08.2019 18:43";"Случайный бой";"44_north_america";"II";3687703;"b_i_z_o_n777";"ussr:R77_KV2";"win";1;0;12;4;2266;0;0;0;2,2600000000;84500;45051;"http://wotreplays.ru/site/12324962"
12324963;"[1.6.0]";"10.08.2019 18:28";"Случайный бой";"37_caucasus";"I";73626409;"mr__UglevoD";"usa:A89_T54E1";"win";1;1;21;8;3514;1;0;0;2,2300000000;11892;6290;"http://wotreplays.ru/site/12324963"
12324964;"[1.6.0]";"10.08.2019 18:50";"Случайный бой";"101_dday";"II";211625;"kapotyn";"usa:A122_TS-5";"win";1;1;12;2;3338;1;0;0;1,7000000000;37487;21931;"http://wotreplays.ru/site/12324964"
12324966;"[1.6.0]";"10.08.2019 18:50";"Случайный бой";"115_sweden";"II";1829682;"DiJanero";"ussr:R132_VNII_100LT";"win";0;0;9;2;1277;2;0;0;2,2200000000;27791;13776;"http://wotreplays.ru/site/12324966"
12324967;"[1.6.0]";"10.08.2019 18:51";"Случайный бой";"23_westfeld";"II";8091359;"leonidowww";"usa:A87_M44";"win";1;1;17;3;2002;0;0;0;0,1000000000;40280;20120;"http://wotreplays.ru/site/12324967"
12324968;"[1.6.0]";"10.08.2019 18:17";"Случайный бой";"38_mannerheim_line";"I";26766937;"IlushaKostya";"sweden:S16_Kranvagn";"win";0;2;25;8;6498;2;0;0;4,2400000000;67147;34165;"http://wotreplays.ru/site/12324968"
12324969;"[1.6.0]";"10.08.2019 18:53";"Случайный бой";"83_kharkiv";"I";97640080;"Brefl";"ussr:R06_T-28";"win";1;0;16;5;698;2;0;0;2,6700000000;3801;1891;"http://wotreplays.ru/site/12324969"
12324970;"[1.6.0]";"10.08.2019 17:41";"Случайный бой";"11_murovanka";"I";35695036;"Puresion";"uk:GB11_Caernarvon";"win";1;0;8;2;659;0;0;0;1,9900000000;6642;3689;"http://wotreplays.ru/site/12324970"
12324971;"[1.6.0]";"10.08.2019 18:45";"Случайный бой";"112_eiffel_tower_ctf";"II";12005130;"VadinoiK";"china:Ch37_WZ111G_FT";"draw";1;0;13;4;6143;4;0;0;1,9800000000;55789;29882;"http://wotreplays.ru/site/12324971"
12324972;"[1.6.0]";"10.08.2019 18:56";"Случайный бой";"01_karelia";"II";3517664;"nosorog60";"usa:A31_M36_Slagger";"win";1;0;13;1;1574;1;0;0;0,9900000000;41276;22931;"http://wotreplays.ru/site/12324972"
12324973;"[1.6.0]";"10.08.2019 16:59";"Случайный бой";"10_hills";"II";6158452;"Poman36rus";"france:F112_M10_RBFM";"win";1;0;25;9;1129;1;0;5;1,5700000000;32523;16463;"http://wotreplays.ru/site/12324973"
12324974;"[1.6.0]";"10.08.2019 18:57";"Случайный бой";"59_asia_great_wall";"II";11073818;"LeninR";"germany:G114_Rheinmetall_Skorpian";"win";1;0;8;4;4042;3;0;0;2,3400000000;32216;17247;"http://wotreplays.ru/site/12324974"
12324975;"[1.6.0]";"10.08.2019 18:50";"Случайный бой";"35_steppes";"II";5268495;"Jorimar";"poland:Pl13_53TP_Markowskiego";"win";1;0;16;5;4698;2;0;0;2,2400000000;54471;28328;"http://wotreplays.ru/site/12324975"
12324976;"[1.6.0]";"10.08.2019 18:40";"Случайный бой";"14_siegfried_line";"I";95973688;"__Death_is_Near__";"china:Ch41_WZ_111_5A";"win";0;0;25;3;5769;0;0;0;1,3900000000;4023;2139;"http://wotreplays.ru/site/12324976"
12324977;"[1.6.0]";"10.08.2019 15:37";"Случайный бой";"115_sweden";"II";80146268;"Igor_KNM";"ussr:R89_SU122_44";"win";1;0;4;3;1499;2;0;0;1,2500000000;1574;798;"http://wotreplays.ru/site/12324977"
12324979;"[1.6.0]";"08.08.2019 09:57";"Случайный бой";"02_malinovka";"II";18295925;"Serega16_04_2002";"germany:G112_KanonenJagdPanzer_105";"win";1;0;20;3;3742;2;0;0;3,1000000000;88170;46890;"http://wotreplays.ru/site/12324979"
12324980;"[1.6.0]";"10.08.2019 18:39";"Случайный бой";"31_airfield";"II";2290008;"Tipok2000";"ussr:R40_T-54";"win";1;0;19;3;3642;4;50;0;2,6900000000;19641;9729;"http://wotreplays.ru/site/12324980"
12324982;"[1.6.0]";"10.08.2019 18:50";"Случайный бой";"35_steppes";"II";93570959;"85_peretruxin_evgenij";"ussr:R146_STG_Tday";"win";0;0;11;3;1264;3;0;0;3,7000000000;4137;1856;"http://wotreplays.ru/site/12324982"
12324985;"[1.6.0]";"10.08.2019 18:53";"Случайный бой";"33_fjord";"II";58165;"Piroman";"uk:GB102_LHMTV";"win";0;0;25;2;4721;3;0;0;3,1900000000;61549;36702;"http://wotreplays.ru/site/12324985"
12324987;"[1.6.0]";"10.08.2019 18:47";"Случайный бой";"23_westfeld";"II";39896747;"BAH_LLlOT_163pyc";"usa:A95_T95_E6";"win";1;0;33;7;7347;0;0;100;3,6000000000;27200;14552;"http://wotreplays.ru/site/12324987"
12324988;"[1.6.0]";"10.08.2019 19:03";"Случайный бой";"10_hills";"II";31669335;"Slavik_sever";"ussr:R105_BT_7A";"win";1;0;15;2;707;4;0;0;1,1200000000;16746;7973;"http://wotreplays.ru/site/12324988"
12324990;"[1.6.0]";"10.08.2019 17:19";"Случайный бой";"01_karelia";"II";24705798;"ILLARION23";"italy:It08_Progetto_M40_mod_65";"win";1;0;23;8;5246;2;0;0;2,9200000000;17051;8656;"http://wotreplays.ru/site/12324990"
12324993;"[1.6.0]";"10.08.2019 18:53";"Случайный бой";"59_asia_great_wall";"II";59140881;"rmas8259";"ussr:R145_Object_705_A";"win";1;0;14;6;5146;0;0;0;1,9900000000;22767;11654;"http://wotreplays.ru/site/12324993"
12324995;"[1.6.0]";"10.08.2019 18:57";"Случайный бой";"99_poland";"II";6487632;"Semplicem";"france:F110_Lynx_6x6";"win";1;0;12;1;954;2;0;0;2,9300000000;34731;19458;"http://wotreplays.ru/site/12324995"
12324999;"[1.6.0]";"10.08.2019 19:00";"Случайный бой";"31_airfield";"II";61295;"UlMiH";"usa:A38_T92";"lose";1;0;8;0;2121;0;0;0;0,8800000000;87756;44817;"http://wotreplays.ru/site/12324999"
12325001;"[1.6.0]";"10.08.2019 18:57";"Случайный бой";"47_canada_a";"II";3334634;"KpoToMyx";"usa:A99_T92_LT";"win";1;0;27;3;2843;2;0;0;3,6300000000;54650;29365;"http://wotreplays.ru/site/12325001"
12325004;"[1.6.0]";"10.08.2019 18:57";"Случайный бой";"114_czech";"I";46282588;"Timoxa225";"germany:G57_PzVI_Tiger_P";"win";1;0;28;7;4674;0;0;0;1,5800000000;14778;7576;"http://wotreplays.ru/site/12325004"
12325008;"[1.6.0]";"10.08.2019 19:02";"Случайный бой";"34_redshire";"I";8356308;"_Stans_";"france:F69_AMX13_57_100";"win";1;0;28;3;1314;5;0;5;3,7900000000;31498;17752;"http://wotreplays.ru/site/12325008"
12325011;"[1.6.0]";"10.08.2019 19:02";"Случайный бой";"10_hills";"II";38645932;"T_1891";"japan:J27_O_I_120";"win";1;0;10;0;617;0;0;0;0,9400000000;6559;3048;"http://wotreplays.ru/site/12325011"
12325012;"[1.6.0]";"07.08.2019 19:54";"Случайный бой";"18_cliff";"II";4999838;"69STALKER69";"uk:GB21_Cromwell";"win";1;0;26;2;2481;5;0;0;1,6000000000;35652;19213;"http://wotreplays.ru/site/12325012"
12325013;"[1.6.0]";"10.08.2019 19:00";"Случайный бой";"59_asia_great_wall";"I";4155016;"OLEGATOR2015";"germany:G114_Rheinmetall_Skorpian";"win";1;0;14;8;4525;2;0;82;2,0400000000;38755;20549;"http://wotreplays.ru/site/12325013"
12325014;"[1.6.0]";"10.08.2019 17:27";"Случайный бой";"23_westfeld";"II";89066383;"atkyrJDM";"usa:A39_T28";"win";1;0;17;6;4286;1;77;0;2,3700000000;12229;6118;"http://wotreplays.ru/site/12325014"
12325015;"[1.6.0]";"10.08.2019 18:57";"Случайный бой";"28_desert";"I";44464167;"traktorist646";"france:F107_Hotchkiss_EBR";"win";1;0;26;8;2382;5;2;6;8,6400000000;18842;9538;"http://wotreplays.ru/site/12325015"
12325016;"[1.6.0]";"10.08.2019 18:59";"Случайный бой";"11_murovanka";"I";68218069;"VESMISTR";"ussr:R154_T_34E_1943";"lose";1;0;29;3;1691;3;0;0;1,0200000000;14190;6842;"http://wotreplays.ru/site/12325016"
12325017;"[1.6.0]";"10.08.2019 19:06";"Случайный бой";"37_caucasus";"I";29692010;"OnTakouOdin";"ussr:R117_T34_85_Rudy";"lose";1;0;11;2;1231;3;0;0;1,2400000000;36158;21957;"http://wotreplays.ru/site/12325017"
12325018;"[1.6.0]";"10.08.2019 19:02";"Случайный бой";"04_himmelsdorf";"I";7956367;"FSB14";"uk:GB74_AT8";"win";1;0;46;8;3341;0;0;93;1,7000000000;23298;11271;"http://wotreplays.ru/site/12325018"
12325019;"[1.6.0]";"10.08.2019 18:58";"Случайный бой";"10_hills";"II";5019520;"GaNc22";"italy:It13_Progetto_M35_mod_46";"draw";1;0;40;8;5775;4;0;0;2,4500000000;40111;23224;"http://wotreplays.ru/site/12325019"
12325020;"[1.6.0]";"10.08.2019 18:58";"Случайный бой";"38_mannerheim_line";"II";66454905;"MiniMuk__";"france:F33_S_35CA";"win";0;0;16;7;1744;0;0;0;2,1900000000;16489;8016;"http://wotreplays.ru/site/12325020"
12325021;"[1.6.0]";"10.08.2019 19:01";"Случайный бой";"19_monastery";"II";30806279;"boxa82";"ussr:R149_Object_268_4";"win";1;1;14;7;6397;3;0;0;5,2400000000;38120;19315;"http://wotreplays.ru/site/12325021"
12325022;"[1.6.0]";"10.08.2019 19:04";"Тренировка";"83_kharkiv";"II";3675891;"BeceLbIu_Pala4";"ussr:R132_VNII_100LT";"lose";1;1;17;-5;714;1;0;0;3,0600000000;58482;31186;"http://wotreplays.ru/site/12325022"
12325023;"[1.6.0]";"10.08.2019 19:10";"Случайный бой";"35_steppes";"I";26682976;"kot9777";"usa:A100_T49";"win";1;0;6;3;2571;2;0;0;2,5800000000;47061;25513;"http://wotreplays.ru/site/12325023"
12325024;"[1.6.0]";"07.08.2019 07:48";"Случайный бой";"101_dday";"I";18295925;"Serega16_04_2002";"ussr:R01_IS";"win";1;0;18;3;2811;3;0;0;1,7300000000;88170;46890;"http://wotreplays.ru/site/12325024"
12325025;"[1.6.0]";"10.08.2019 19:04";"Тренировка";"83_kharkiv";"II";461765;"StaLyeR";"ussr:Observer";"lose";0;1;0;0;0;0;0;0;0,0000000000;29573;17916;"http://wotreplays.ru/site/12325025"
12325026;"[1.6.0]";"10.08.2019 18:58";"Случайный бой";"23_westfeld";"I";81877757;"EROGORS";"ussr:R134_Object_252K";"win";1;0;23;3;3612;1;0;0;3,1700000000;8313;4383;"http://wotreplays.ru/site/12325026"
12325027;"[1.6.0]";"10.08.2019 18:58";"Случайный бой";"13_erlenberg";"I";11403507;"AlexWhite159";"germany:G114_Rheinmetall_Skorpian";"lose";0;0;12;1;1347;0;0;0;0,5800000000;11696;5450;"http://wotreplays.ru/site/12325027"
12325028;"[1.6.0]";"10.08.2019 19:02";"Случайный бой";"38_mannerheim_line";"I";97640080;"Brefl";"ussr:R07_T-34-85";"win";1;0;27;5;1837;1;0;0;4,0000000000;3801;1891;"http://wotreplays.ru/site/12325028"
12325029;"[1.6.0]";"10.08.2019 19:00";"Случайный бой";"01_karelia";"I";96186117;"pot_v_rot";"ussr:R127_T44_100_P";"win";1;0;37;7;6118;5;0;0;2,6500000000;8126;4655;"http://wotreplays.ru/site/12325029"
12325030;"[1.6.0]";"10.08.2019 19:12";"Случайный бой";"101_dday";"II";61295;"UlMiH";"ussr:R112_T54_45";"lose";1;0;6;0;734;0;0;0;1,5200000000;87756;44817;"http://wotreplays.ru/site/12325030"
12325031;"[1.6.0]";"10.08.2019 19:11";"Случайный бой";"08_ruinberg";"II";20980235;"ykkeB";"usa:A122_TS-5";"win";1;1;15;4;3458;0;0;0;1,0300000000;37260;20381;"http://wotreplays.ru/site/12325031"
12325032;"[1.6.0]";"10.08.2019 19:01";"Случайный бой";"28_desert";"II";11834555;"eh_posvechu";"uk:GB102_LHMTV";"draw";1;0;17;2;1990;4;0;0;4,6600000000;47609;25957;"http://wotreplays.ru/site/12325032"
12325033;"[1.6.0]";"10.08.2019 19:10";"Случайный бой";"19_monastery";"I";20208169;"Igoryan92";"uk:GB104_GSR_3301_Setter";"win";1;0;20;3;2262;3;0;0;2,8600000000;50039;28396;"http://wotreplays.ru/site/12325033"
12325034;"[1.6.0]";"09.08.2019 18:14";"Случайный бой";"23_westfeld";"II";27973176;"mitya_shtuk";"germany:G97_Waffentrager_IV";"win";1;2;22;4;7804;2;0;0;3,0500000000;51903;27554;"http://wotreplays.ru/site/12325034"
12325035;"[1.5.1]";"02.08.2019 13:49";"Случайный бой";"101_dday";"II";18295925;"Serega16_04_2002";"usa:A122_TS-5";"win";1;0;15;6;3730;2;0;0;1,3900000000;88170;46890;"http://wotreplays.ru/site/12325035"
12325036;"[1.6.0]";"10.08.2019 19:09";"Случайный бой";"34_redshire";"I";65622402;"Billey_Bons_";"france:F84_Somua_SM";"win";1;0;24;4;5060;0;0;0;0,8500000000;33352;17828;"http://wotreplays.ru/site/12325036"
12325037;"[1.6.0]";"10.08.2019 18:41";"Случайный бой";"114_czech";"II";6918559;"Nike_Torres";"france:F18_Bat_Chatillon25t";"win";1;0;21;7;4501;3;0;0;4,5500000000;34238;18173;"http://wotreplays.ru/site/12325037"
12325039;"[1.5.1]";"30.07.2019 19:22";"Случайный бой";"38_mannerheim_line";"I";18295925;"Serega16_04_2002";"germany:G51_Lowe";"lose";1;0;29;6;3910;2;0;94;1,5500000000;88170;46890;"http://wotreplays.ru/site/12325039"
12325042;"[1.6.0]";"10.08.2019 19:16";"Случайный бой";"07_lakeville";"I";23222739;"ERTYUIASERTY";"ussr:R56_T-127";"win";0;1;26;5;826;2;0;38;1,4900000000;14058;6862;"http://wotreplays.ru/site/12325042"
12325043;"[1.6.0]";"10.08.2019 19:08";"Случайный бой";"08_ruinberg";"II";96466360;"SlEpOyRaK_1_1";"uk:GB70_N_FV4202_105";"win";1;0;13;2;924;1;0;0;1,9000000000;3438;1746;"http://wotreplays.ru/site/12325043"
12325044;"[1.6.0]";"10.08.2019 19:09";"Случайный бой";"08_ruinberg";"I";5295811;"Oleg_157";"germany:G91_Pro_Ag_A";"win";1;1;17;5;4909;0;0;0;2,2400000000;26319;12898;"http://wotreplays.ru/site/12325044"
12325045;"[1.6.0]";"10.08.2019 19:11";"Случайный бой";"18_cliff";"II";18457124;"BEZA8001";"uk:GB98_T95_FV4201_Chieftain";"win";1;0;28;3;8368;2;0;0;2,7100000000;70531;36145;"http://wotreplays.ru/site/12325045"
12325046;"[1.6.0]";"10.08.2019 19:15";"Случайный бой";"63_tundra";"I";108994171;"TPAKTOPICT_228_2";"ussr:R106_KV85";"win";0;0;15;6;2299;2;35;0;2,0100000000;335;199;"http://wotreplays.ru/site/12325046"
12325047;"[1.6.0]";"10.08.2019 19:18";"Случайный бой";"31_airfield";"I";4287873;"xxdeniolxx";"sweden:S22_Strv_S1";"win";1;0;16;1;4069;3;0;0;0,5100000000;29522;16186;"http://wotreplays.ru/site/12325047"
12325048;"[1.6.0]";"10.08.2019 19:07";"Случайный бой";"33_fjord";"II";22045903;"01dimon21rus";"ussr:R45_IS-7";"win";1;0;23;4;9183;2;0;0;2,5500000000;48595;25278;"http://wotreplays.ru/site/12325048"
12325049;"[1.6.0]";"10.08.2019 19:14";"Случайный бой";"10_hills";"II";50945;"dimmond";"czech:Cz05_T34_100";"lose";1;0;15;2;2793;0;0;0;2,8100000000;42646;22850;"http://wotreplays.ru/site/12325049"
12325050;"[1.6.0]";"10.08.2019 19:03";"Случайный бой";"04_himmelsdorf";"II";14573247;"KnightRussia";"usa:A80_T26_E4_SuperPershing";"win";0;0;18;6;2358;3;0;92;4,8300000000;31947;15662;"http://wotreplays.ru/site/12325050"
12325051;"[1.6.0]";"10.08.2019 19:09";"Случайный бой";"38_mannerheim_line";"I";47887552;"zachemvamdengi";"germany:G114_Rheinmetall_Skorpian";"win";1;0;8;4;2127;2;100;99;3,4800000000;18877;9878;"http://wotreplays.ru/site/12325051"
12325052;"[1.6.0]";"10.08.2019 19:21";"Случайный бой";"34_redshire";"I";5909583;"mt9000";"italy:It13_Progetto_M35_mod_46";"win";1;0;29;2;4851;0;0;0;1,9300000000;53438;27717;"http://wotreplays.ru/site/12325052"
12325054;"[1.6.0]";"10.08.2019 18:27";"Случайный бой";"01_karelia";"I";98691221;"Barnabas_I";"germany:G91_Pro_Ag_A";"win";1;0;30;8;6426;2;0;5;4,6200000000;8194;4037;"http://wotreplays.ru/site/12325054"
12325055;"[1.6.0]";"10.08.2019 12:01";"Случайный бой";"10_hills";"II";10790043;"ThePunisherII";"ussr:R01_IS";"win";1;0;14;3;3964;1;0;0;1,7800000000;25510;12978;"http://wotreplays.ru/site/12325055"
12325056;"[1.6.0]";"10.08.2019 19:19";"Случайный бой";"95_lost_city_ctf";"II";20980235;"ykkeB";"usa:A122_TS-5";"win";1;1;26;3;4083;3;64;0;1,5500000000;37260;20381;"http://wotreplays.ru/site/12325056"
12325058;"[1.6.0]";"10.08.2019 19:20";"Случайный бой";"31_airfield";"II";58833930;"Lobas22ru";"germany:G114_Rheinmetall_Skorpian";"lose";1;0;11;3;3373;0;0;0;1,7400000000;40595;21679;"http://wotreplays.ru/site/12325058"
12325059;"[1.6.0]";"10.08.2019 19:18";"Случайный бой";"13_erlenberg";"II";4452776;"APECTAHT_159_4";"ussr:R149_Object_268_4";"win";1;2;21;8;10146;1;0;0;1,9400000000;35664;21120;"http://wotreplays.ru/site/12325059"
12325060;"[1.6.0]";"10.08.2019 19:10";"Случайный бой";"101_dday";"I";14129795;"iceQvat";"usa:A99_T92_LT";"win";1;0;26;4;2961;5;0;0;2,6900000000;40278;23568;"http://wotreplays.ru/site/12325060"
12325061;"[1.6.0]";"10.08.2019 19:23";"Случайный бой";"13_erlenberg";"II";97640080;"Brefl";"ussr:R07_T-34-85";"win";1;0;20;2;1380;1;0;0;2,0900000000;3801;1891;"http://wotreplays.ru/site/12325061"
12325120;"[1.6.0]";"10.08.2019 19:50";"Случайный бой";"07_lakeville";"II";64782905;"Bulbic";"italy:It12_Prototipo_Standard_B";"win";0;0;12;2;3315;1;0;0;0,6200000000;15898;8258;"http://wotreplays.ru/site/12325120"
12325121;"[1.6.0]";"10.08.2019 19:20";"Случайный бой";"33_fjord";"I";27276417;"gudanchik32";"france:F09_AMX_50_120";"win";1;0;22;7;4476;1;0;0;3,5100000000;33317;17239;"http://wotreplays.ru/site/12325121"
12325122;"[1.6.0]";"10.08.2019 19:42";"Случайный бой";"19_monastery";"II";2190908;"pataoo";"france:F108_Panhard_EBR_105";"win";0;0;24;7;4039;2;0;100;10,1600000000;31592;17940;"http://wotreplays.ru/site/12325122"
12325123;"[1.6.0]";"10.08.2019 19:51";"Случайный бой";"36_fishing_bay";"I";12784037;"levnvkz";"ussr:R161_T_116";"win";1;0;48;3;1019;4;0;0;2,2700000000;11990;6388;"http://wotreplays.ru/site/12325123"
12325124;"[1.6.0]";"10.08.2019 19:46";"Случайный бой";"02_malinovka";"II";17760792;"_X_ShuLeR_X_";"italy:It12_Prototipo_Standard_B";"win";1;0;23;6;7066;4;0;0;3,6100000000;19412;10841;"http://wotreplays.ru/site/12325124"
